0.613626893473388,-0.185835061557234,0.0436341338483053,-0,-20,-5
0.596097498547315,-0.157965109482481,-0.0209191170467122,-9,8,-17
0.722459295081725,-0.247560133999762,0.0929788353799352,-15,-44,-44
0.661835343192443,-0.146797364459882,0.125719979974687,3,-8,-44
0.727271775763998,-0.139247507109111,-0.0466759801105403,-6,8,-11
0.675644219159674,0.192284746345655,0.126426237931579,15,-14,38
0.581675752161938,-0.0629066486258823,0.0252686638788819,15,-17,-14
0.655025184677174,-0.0975493037688878,-0.046484830101662,-6,5,-38
0.740065089945934,0.131049879744471,-0.0605997074797394,0,44,35
0.617855789538675,-0.064593636891677,0.040496207989339,-12,-38,-11
0.657047436364254,-0.165971264041874,-0.0548462153505893,15,35,-23
0.63474347562574,0.0873098785991384,-0.119135365814075,0,11,44
0.616908156581153,0.0887191708117403,0.0384963387685692,-15,-11,11
0.450469154730207,-0.0862575242226097,-0.0380655105335754,6,26,-23
0.651804343549573,0.159155326546232,0.0824205467003405,-9,-11,14
0.528557197090644,0.0602756506804689,-0.0201508768019316,-15,5,14
0.600023039540623,-0.168379870609597,-0.0472474878999438,-0,32,-26
0.66971730622911,0.158254602562305,-0.0393267174966095,-6,23,17
0.578611410769363,0.175147259144367,-0.0469119831117255,-15,17,35
0.633146006899617,0.108061126386988,-0.0507044549700615,-3,8,14
0.630237531309201,-0.109773866103356,0.113206869309173,15,-23,-35
0.734075186991526,-0.213383021779704,-0.10836317432181,-9,29,-8
0.727797746371024,-0.234174243986268,0.142863051872358,6,-26,-32
0.512053166822031,0.0980096200554568,0.0338782709690294,-12,-5,23
0.602994766242566,-0.0784463771209327,-0.0257932094776946,-12,5,-44
0.74375699996835,0.137951985798929,-0.0136983648716765,-6,11,44
0.697779077219651,0.14147640956394,0.133815382988978,-15,-35,11
0.46289825335124,-0.0297486473684947,-0.037107616814043,-12,20,-44
0.721331870190489,-0.0779029478875336,0.158305922575732,15,-14,-8
0.702336116388496,0.0705133525137493,0.0648383024341359,6,-5,8
0.679485859341765,0.14871739937516,0.105347340563351,15,-26,35
0.727797746371024,-0.118320749493583,-0.0626968864360951,-3,5,-35
0.636925163544007,-0.145020298055379,-0.0926395778694931,6,26,-20
0.62114861665379,0.0830491685188304,-0.0351905096561703,-9,26,26
0.596097498547315,-0.147407519919899,0.058300233676579,-3,-26,-23
0.741946392649126,0.0819376607617816,-0.0469113500320313,-12,8,14
0.638115186186946,-0.0295412021956422,-0.0945358867086399,-6,23,-41
0.683810256579006,-0.0805905703494882,0.0547310061892327,15,-41,-41
0.713516151222211,0.123115626308338,0.145052254868524,-9,-38,41
0.599046533700662,-0.153164543788733,-0.0887615361187502,-0,20,-35
0.702336116388496,0.0484171103816598,-0.0920249303284678,6,11,35
0.716865461323823,0.240538382094004,0.129610813311517,9,-8,5
0.733420169571102,0.0545787035870706,0.0734555807499854,0,-38,35
0.631265221666695,-0.149375513152764,0.0257284435061183,-3,-11,-11
0.715994044539299,0.09114530496135,-0.0188588898374573,-6,26,38
0.711099524445562,0.0288355600143619,-0.143711680304053,-9,5,29
0.722459295081725,0.0726379376418435,-0.0480944834492282,9,17,11
0.681103923006106,-0.0695644833188702,0.0525569888959457,12,-5,-29
0.743110289742129,-0.0747336472558644,0.159656730216697,-9,-14,-32
0.744661977571723,0.18886249539904,-0.0169085070476611,3,20,11
0.513642733148006,-0.111449970535092,0.0343385153044606,9,-29,-41
0.678886963415073,-0.142510789177121,0.0687468450284036,-3,-20,-41
0.712934827989758,0.132132090829039,0.132688907231317,-15,-11,8
0.736139516211038,-0.0697982391147812,0.0842664061183532,-15,-41,-14
0.727797746371024,-0.080908040229322,0.108143275676843,-12,-41,-38
0.66971730622911,0.108945899365889,-0.0969759145279564,-12,8,35
0.676190169165107,-0.0717922473569112,0.0782953194577152,0,-23,-8
0.664844604325365,-0.103790790477368,-0.128896762021538,6,29,-44
0.555703093294364,0.0923182938707697,-0.0408004778652915,0,26,29
0.746360480725684,0.229362018228187,0.10149722018128,6,-26,41
0.587030483720914,0.0793892318306142,-0.0969133966476232,-9,35,20
0.64797259498255,-0.153113237970126,-0.0978522833040633,-12,29,-23
0.717614927308766,0.0576654570880181,-0.0494852908430928,-3,41,26
0.703683339034841,-0.203170319299583,-0.105113234825836,6,5,-32
0.712267735068,0.172729127412123,-0.0795834382720977,9,23,35
0.662704939729533,-0.144604080973174,-0.134492166486392,0,35,-32
0.626572203639968,-0.182627249853983,-0.0620947978157165,6,5,-11
0.740065089945934,-0.24069256016463,0.0977310786492529,0,-26,-23
0.672954629370424,-0.108563184217708,0.127800942915167,-9,-14,-8
0.66971730622911,-0.121257778620467,-0.0823335801981766,-12,38,-38
0.681709168810548,0.170461496095662,-0.105974636363431,6,29,20
0.563620497165495,-0.172315738709702,0.0873496093890662,-0,-17,-38
0.583119769889669,0.177351100205377,0.0547643806333236,-3,-41,23
0.472954465311444,-0.0736351385027121,0.0414593005300326,-0,-8,-11
0.468580280683079,0.117593541897981,-0.0330275958761742,-6,20,41
0.746360480725684,-0.201410485608842,-0.0283194808306439,3,41,-35
0.69000320670152,-0.0675527105831173,-0.032091239190641,6,20,-17
0.72541379600808,-0.160130465270452,0.110814725976573,12,-11,-41
0.600852847964844,0.108914183931303,0.0378397850882949,15,-35,35
0.678886963415073,-0.123567502894548,0.143384544775305,-6,-14,-11
0.587030483720914,-0.117072381573934,-0.0558179762528658,15,38,-11
0.582274529034528,0.181653052371723,0.0987722622866255,12,-41,20
0.678886963415073,-0.231330464407204,-0.0435362613665552,3,26,-44
0.622451840189932,0.0881526798979312,-0.0426168410485269,6,38,14
0.691713224315404,0.212668340480745,0.133897071301654,-9,-17,23
0.709228017917342,0.0903030471105721,-0.0588418805527503,0,8,20
0.709228017917342,-0.154488817000349,-0.100770596535505,6,8,-20
0.567488540360916,-0.159558206847646,0.0374140960172384,-15,-38,-8
0.625686627154941,0.0909778944290228,0.033708400304667,12,-23,29
0.501314535585018,-0.103030443378007,0.0513189192796727,6,-5,-23
0.630237531309201,-0.14744575346685,0.10004366053557,-12,-5,-41
0.684443753374853,0.0700808470223411,-0.0303355843012661,3,11,41
0.74898502527004,-0.184661183947155,-0.118981375584074,15,5,-11
0.522346272945486,0.0875191033023093,-0.014905682822888,12,32,32
0.649558205712916,0.0429358480776105,-0.0115983985666732,-12,32,20
0.689399041489479,-0.206094052859209,0.114751751444306,6,-41,-35
0.681103923006106,0.106326747199753,0.057113491144353,0,-29,8
0.684443753374853,0.106178774196899,0.11433700232436,-6,-14,14
0.657047436364254,-0.122893928950122,-0.0907598244525599,-12,38,-23
0.74375699996835,0.237995878118578,-0.0990233078329151,-12,20,35
0.624254477169421,-0.134746939466129,-0.0750302094619155,-0,8,-26
0.741946392649126,0.149724467190201,0.0918452708323178,-0,-14,35
0.551945219397403,-0.122503407933478,0.0694544446038931,0,-5,-11
0.526868305806092,-0.0351815831622255,-0.0606929877636052,9,44,-35
0.683810256579006,0.0887100132535788,0.0326568987622706,0,-44,17
0.609269821518229,0.11671458310294,0.0584885027920197,0,-32,38
0.694076040352608,-0.0739808552481151,-0.14367668410553,-3,17,-20
0.712267735068,-0.236667266157749,-0.116966096564008,-15,38,-44
0.703683339034841,0.12290715964583,0.0729171672420326,3,-44,26
0.657608733863586,-0.165079413905792,-0.072293759358479,12,17,-5
0.677869986972059,0.180518271122363,-0.133078001872972,15,44,20
0.712934827989758,0.0650815882631503,0.0341577413778086,-15,-32,38
0.64797259498255,0.0871080729175344,-0.11709337155049,3,14,8
0.666872269772985,0.0366980744573842,0.125822722861381,15,-20,41
0.526868305806092,-0.0513867188153565,-0.0424928861814789,-3,26,-14
0.68292239312004,0.0338897788543467,0.0329760175527105,-6,-17,8
0.636925163544007,-0.172252576775581,-0.0606851805792083,0,11,-17
0.612605583842417,-0.152757816909449,-0.0394903480326234,3,17,-17
0.599046533700662,-0.0794973576080263,0.103082183081127,0,-8,-23
0.516475955953022,0.0498243819187458,0.0303209845185407,12,-29,5
0.683810256579006,-0.0397843510399031,-0.0619167307056361,9,32,-35
0.570447508933991,0.0670428922553233,0.0639310504536607,-15,-26,26
0.7193995977055,-0.0896124383456616,-0.0532932159709383,-15,44,-11
0.741946392649126,0.152579751228951,-0.136549781721285,-15,11,20
0.675644219159674,-0.2368717650062,0.0793498145901808,-15,-17,-20
0.694076040352608,0.124424462439667,-0.104835824353748,-9,11,35
0.533224451150095,0.0279015345554308,0.0455615216090412,-0,-29,17
