X,Y,Z,R,P,Y
0.538995790838776,-0.161762327774255,0.0320695293478383,-0,-23,-26
0.659355574500446,-0.0615715380490829,0.0759245215520433,-15,-44,-29
0.491206617774702,-0.0953841974380086,0.0208032796031981,15,-32,-35
0.605713004779274,-0.123694523331833,-0.0832004424715228,-0,32,-32
0.65144754170299,0.206012101865568,0.086219026130873,0,-38,14
0.558178479810715,0.123784858298605,-0.0389097474569118,-12,29,26
0.649960532951399,-0.145712988310588,0.0881462024308267,-0,-5,-11
0.698882135420866,0.180446956618227,-0.109527907081061,9,32,23
0.516418378109413,-0.0568095716500277,0.0475252102951305,9,-5,-5
0.453205549700633,-0.0899346974115142,0.0132304851445452,3,-32,-11
0.622870444430473,0.0913875539935205,-0.0634296279367612,-0,32,17
0.556526108182598,-0.0776041235642917,-0.0453428413799099,-0,26,-14
0.69180837266638,0.241494905299006,0.0393414460956443,6,-17,11
0.697839547967865,-0.238534911822394,-0.0690855824188659,-0,11,-41
0.721772661911712,0.141774281969178,0.140257228949416,12,-20,32
0.629103204998037,-0.0770773763851598,0.0614657201438232,9,-14,-44
0.646116639271234,-0.113915142071156,0.0723792628670504,3,-5,-17
0.553195539913609,0.0817794136825402,-0.06646350373024,-12,26,17
0.702460549625509,-0.152182290808122,-0.142106302025125,3,41,-29
0.574041515182254,-0.0235116227614052,-0.0859570347472945,9,23,-38
0.675488800234787,0.159864682128068,-0.0849522020109475,3,14,11
0.663065021895886,0.142926904296374,-0.113048299481273,12,32,41
0.574555164568179,0.183017241232023,-0.0999181189080966,-3,29,26
0.574555164568179,0.092839623561819,0.0859662527300578,-12,-44,32
0.678964093050844,0.192776970824492,-0.114371611039338,6,20,20
0.731403981516015,-0.0899331563011408,-0.0524914891832331,12,17,-11
0.734690082323256,0.151251700462498,0.112883458837491,-12,-35,5
0.590899963850875,0.143711054303978,-0.104343641644189,9,29,14
0.604730944814304,-0.0890030045000103,0.0439661917821164,9,-5,-11
0.740884866298435,-0.132176038713813,-0.124032769644406,-0,17,-5
0.622870444430473,0.124214311042503,0.0563502847696428,3,-41,5
