X,Y,Z,R,P,Y
0.670474570455567,-0.2336888602763,-0.0460300054523593,0,8,-41
0.587160782658,-0.179154977651768,-0.0712277660170963,-0,23,-44
0.6631261186517,0.0906961124949939,0.0714673449857145,-0,-17,26
0.47934050845392,-0.0509164092205746,0.0497609571767608,-3,-32,-17
0.67312548059329,-0.0338936915410331,0.0802742269005703,-9,-17,-29
0.644853509731191,0.219741185632784,-0.0484864496196919,3,38,26
0.508781352475655,0.131814868271929,-0.0328825492532061,12,32,11
0.632831928973748,-0.107240736724628,0.0727102697796687,-3,-26,-29
0.540385516038128,0.129455832299383,0.029477474807055,3,-44,38
0.70294346360358,-0.0507494257477873,0.0700741258457306,12,-41,-44
0.739784990158834,-0.112931992534841,-0.170039957604515,-9,20,-17
0.726823247932944,0.250089264728721,-0.158666043434301,12,14,29
0.724875297309791,-0.250039746258008,-0.0872062418162466,3,29,-32
0.480961681949498,0.104901917100466,0.0330715206292415,12,-26,26
0.477419728273333,-0.0304859955555705,0.0517173963017425,-3,-35,-29
0.529727845448185,-0.126301432754845,-0.0600887954358908,-3,44,-29
0.602959441031955,-0.173930818209223,-0.029243087739269,-6,17,-32
0.682136230548735,0.172959093812705,-0.0482817274236538,-6,29,11
0.663849910858685,-0.0792325177335742,0.0467233090231599,6,-35,-38
0.700482398166932,-0.141798620058501,-0.0793824676821531,0,32,-26
0.564104226965925,0.0756335930769133,-0.077382069918864,-6,14,20
0.572462853512783,0.0771286525241838,0.0754968541164555,6,-14,8
0.720249079670001,0.194539893146954,-0.148173558537782,-6,44,14
0.692150475194678,0.187387931779118,-0.150740736755195,-15,20,20
0.475097180437735,0.0554265680623782,-0.026618936612467,15,41,44
0.555677453023015,-0.105211930304058,0.0819083881651008,-6,-17,-44
0.678654248185777,0.209862329752153,-0.0542720849249406,15,44,11
0.498511151859408,-0.0318293411767525,0.0336646741919322,-12,-26,-17
0.548123544053189,0.105401371949304,-0.0732327207792796,-15,35,23
0.537791695268423,-0.154563596267613,-0.0201742812779958,3,17,-29
0.728082540786577,0.111570678750952,0.0250852093169995,-9,-35,20
0.724099501298235,0.154575064272005,-0.0922476469335871,-6,17,38
0.730262780515055,-0.0628995633850588,-0.103656497296083,-9,29,-29
0.739784990158834,0.146316999065985,-0.0915385923840379,0,14,29
0.67312548059329,0.234456627653651,0.110289972821022,-15,-38,5
0.47934050845392,0.071039421815647,0.0443083130753614,-12,-20,5
0.719614772363881,0.116430850863718,-0.0533053671335093,-15,44,26
0.717423515174576,-0.207196886872256,0.0973213883180451,-15,-44,-14
0.564104226965925,0.152897705636938,-0.0539665662315458,-0,35,29
0.688854300969708,0.105219274693859,-0.0593625688926636,-6,8,5
0.652742144808963,-0.15024637185203,0.0613842407195161,-9,-29,-11
0.596135492461414,-0.0909131087709978,-0.0282534049682198,-9,11,-29
0.716186497034854,0.106640301090077,-0.141377002058745,12,41,23
0.693069932932479,-0.0788731567199008,0.141064069425109,-9,-26,-23
0.631352551135128,-0.139102744950931,-0.0191352979764883,-3,8,-41
0.615491747457099,-0.0891986708346598,0.0181427385631945,-12,-29,-14
0.45320440448442,-0.0432018854637896,-0.0393562769732709,-3,41,-20
0.701885830134764,0.0894541101395955,0.0808003606879227,0,-17,5
0.728082540786577,-0.133084195135997,0.146495103409817,-6,-8,-29
0.65887893150403,0.086836744910079,-0.0721701208025961,3,35,26
0.588553228769259,-0.17454820058311,0.0149132205069871,9,-44,-20
0.712427033729512,0.135815743965433,0.0414794812494803,-15,-17,5
0.722285681277952,0.25823241110891,-0.124605720045619,-15,17,26
0.646935722948263,-0.14930789974414,-0.131101338923472,0,11,-14
0.734741176462631,-0.219176713432328,-0.0787703073893396,12,26,-44
0.638496232025357,0.193315714845867,0.0387463068379669,-12,-17,44
0.722285681277952,0.0691233231188947,0.138854508746466,12,-8,23
0.625700724265894,-0.199986117164916,0.0727429521516534,-9,-44,-32
0.67312548059329,0.111784454003854,0.0843954909597895,0,-35,38
0.726151711588407,0.171754083452048,0.0129894534792036,-6,-17,14
0.600352946778345,0.0469129087832606,0.0719827106309198,-12,-17,26
0.730830256430938,-0.158053289404471,0.113182572892767,-9,-38,-14
0.652742144808963,0.131613841877417,-0.0894673922143363,-3,11,8
0.67312548059329,-0.19681815435964,0.0934053950686631,3,-29,-8
0.664501880901937,0.121579290104289,0.0973213768158967,12,-29,38
0.639888564877719,-0.123558205888504,-0.105795375264065,9,41,-17
0.565566029580643,0.027240363967062,0.0568096559761177,-12,-23,14
0.541966771189206,-0.0235440357112789,0.0168902394069581,15,-38,-20
0.646369858383853,-0.0431377975080707,-0.0175787035098394,-15,11,-35
0.67393550373947,-0.161310073494487,-0.0166827811701853,12,32,-14
0.701885830134764,0.136521184181992,0.11319521157354,0,-20,5
0.529727845448185,0.0785538678702365,-0.0496093289371171,-3,29,17
0.685041795002692,0.179155959842121,-0.134653822743317,0,26,11
0.689510773211596,-0.0595875455077523,0.0270463972168099,12,-35,-35
0.726151711588407,-0.257823613689609,-0.147748340103245,-3,26,-5
0.491691628411,0.0783024408048079,-0.0349549212895759,3,23,20
0.733515457344676,0.035202281472831,0.154672767675187,-12,-38,38
0.669764052898985,-0.0323453024127996,-0.118004510208962,15,29,-44
0.700482398166932,0.143207965906324,-0.0938604084494029,-0,32,38
0.500157472621081,0.080889248373709,0.0560326964152152,6,-44,17
0.646369858383853,0.183064269892486,0.124866403172293,9,-5,26
0.722906374005964,0.138350965049048,-0.0358187939405835,12,17,5
0.491691628411,-0.0735487823473823,0.057000665408642,3,-29,-20
0.688854300969708,-0.131451198148938,0.112229545695574,9,-14,-32
0.743830682887772,-0.148312757962657,0.127799424800348,-15,-32,-8
0.733515457344676,0.176414014719215,0.112631975878199,3,-32,38
0.710863793782186,0.16644127708154,0.106844496164111,3,-44,35
0.682136230548735,0.111558947874001,0.144347739369816,-0,-8,23
0.655678554092975,-0.147839897428873,-0.0717966640624821,12,29,-35
0.733515457344676,-0.259429211909199,0.100384941121079,-0,-29,-20
0.749189484422959,0.205118211968081,0.171510076700806,12,-5,35
0.693069932932479,-0.22251093340144,0.122783586799062,12,-17,-35
0.730830256430938,-0.0995575529280541,0.122201477996945,-3,-44,-14
0.614836348989909,0.126925111071417,-0.107158475544605,-3,14,20
0.729744330844283,0.243412519265889,0.13419566167539,15,-32,29
0.739784990158834,-0.105549571817668,0.107421253929811,15,-23,-41
0.465699893956577,0.0982481855951932,0.0431539268133011,0,-14,23
0.670474570455567,0.0221334030220756,0.13116162012574,9,-26,20
0.557185359110199,0.0709720189114841,-0.0394003418182077,12,11,17
0.731359613127697,-0.229444791640838,0.131249742943976,-3,-41,-23
