X,Y,Z,R,P,Y
0.533855841078774,0.099344379414985,0.0469314708623849,-0,-41,20
0.601980452653872,-0.137919892908387,0.0326667536301165,12,-35,-20
0.726193593488966,0.0264721567462639,-0.0676778413776473,-3,8,41
0.715999013765386,-0.0967776072487077,0.0958154298706969,3,-35,-41
0.683078738543383,0.0774209646173069,-0.13952121659407,-6,23,44
0.494533841277125,-0.0369934175415666,-0.0551939481619849,0,41,-5
0.580549250518239,0.160619855131577,0.0727424550647259,-15,-11,5
0.747987438294549,-0.20430981298449,-0.0493703230440606,-0,38,-23
0.594416567237523,0.0320959882471423,0.0452106366650066,-15,-29,32
0.526242416779571,-0.0570079431069356,-0.0626159865694153,-0,17,-32
0.610456255206256,0.1614444463692,0.033857773010766,-12,-20,29
0.658058467883924,-0.086462753486181,0.0456265935468687,-0,-32,-44
0.564452932134226,0.149906593900489,0.0798625265891349,-9,-29,32
0.676740300791079,-0.0884154554974866,-0.0936199115589108,-0,26,-20
0.609331695237774,0.0716786940780298,0.0739710947246318,3,-41,26
0.523724142593618,-0.116996420870301,0.0548390469014622,-15,-20,-32
0.723899696389474,-0.226077205319613,-0.161224866925538,-12,35,-32
0.73315469256143,-0.164029698527342,-0.0550176703821915,6,14,-26
0.623750595426624,0.0608181519951512,0.0740114310049915,15,-44,23
0.730567086886574,0.213284330171082,-0.158637903000816,-6,11,38
0.663692216857438,0.179356363837745,-0.0665070012154192,12,32,17
0.651343220287849,-0.125134157716152,-0.0733308475606513,-9,44,-8
0.667853189862476,-0.0826090320622641,0.129870388570121,-12,-26,-44
0.594943017422042,-0.137995525220137,0.0632519599372171,-9,-35,-44
0.45791554058751,-0.0555299155571685,0.019255507552171,-15,-38,-29
0.570551878117639,-0.111861017047409,0.0631022828093455,-6,-38,-14
0.722344594122511,0.0944649312049558,0.154452083102242,-15,-35,26
0.746527682705308,-0.161024957898039,-0.0683852799345741,12,32,-23
0.632707002552019,0.0547590673519234,-0.0338671700702366,-12,8,29
0.588688267191014,0.183106892408564,-0.0309055828862589,15,14,44
0.679444637657356,0.233712702655907,0.0702181760615288,-12,-20,41
0.621265475175575,-0.0233691866015835,0.0850653188737249,-9,-35,-38
0.746527682705308,0.246035163295418,-0.164804755785064,0,17,11
0.71503492849601,0.246480758866615,0.0622876037809852,-0,-32,5
0.542820695145039,-0.07436732583336,-0.0495506213222941,12,38,-35
0.707417158373461,-0.112883707807863,0.0482716753001015,3,-20,-41
0.681048948555092,0.0816508110101289,0.085944738813828,-6,-20,20
0.542820695145039,-0.122420181277565,0.0626780331374475,3,-20,-11
0.742190262921052,0.142073870359878,-0.0216281935172758,15,5,44
0.622619922799513,0.0124309572535949,-0.0704346941489065,-15,11,26
0.486616710277723,-0.104940386463485,0.0525132634715758,3,-23,-23
