X,Y,Z,R,P,Y
0.650261719796867,-0.187964648897592,-0.129723422674356,-3,35,-20
0.707655296677312,-0.0979138447405115,-0.0403273540814612,-9,8,-32
0.615251917369037,0.128271287083694,0.0116333207605825,-3,-17,41
0.558735246116153,-0.0880922702549165,0.0104506879173281,9,-41,-11
0.616626972945303,-0.0551492040783397,-0.0336647058952388,-15,23,-32
0.74453452894329,-0.274555892335334,-0.126528133445712,0,17,-38
0.74453452894329,0.10886174287344,-0.165274747520387,-6,23,29
0.626747900310506,-0.165616826885268,0.121609868325286,-9,-44,-8
0.612918208797102,-0.0935064468254922,0.107022672798798,-15,-14,-44
0.718212370423537,-0.0609026471677207,0.14375810960601,-6,-38,-8
0.658377441954829,0.230835729938809,-0.0778244786952007,15,32,8
0.684202593065492,0.207017942490152,-0.0413825888361301,0,32,11
0.579166440607914,0.166232114887248,0.0614647199203169,3,-29,20
0.59700291259232,-0.136978856987207,0.0315405663386201,-15,-38,-8
0.594817467567645,0.185818219875838,-0.0716253724204178,12,41,11
0.739385622469393,0.069830050356344,0.029164897778773,-6,-8,41
0.706210829420517,-0.104702789557637,0.143322872949488,0,-38,-26
0.563524321978584,-0.139103044665254,-0.0481080534588817,3,5,-8
0.625252215945106,-0.0446275480392933,0.0823241409781642,-3,-11,-41
0.748370198858317,-0.23098545274216,0.0928802685615571,0,-5,-29
0.635161401116219,-0.0993170134176227,-0.0624921453133242,12,17,-5
0.529718837443456,0.0995576248758898,0.0582202458498028,-0,-29,38
0.511646234075226,-0.0707519607748572,0.0517963965625982,15,-26,-26
0.71157538312045,0.215146374554298,0.0442417460859209,12,-32,32
0.721551269069954,0.186467030739945,0.0578147773515518,6,-14,41
