X,Y,Z,R,P,Y
0.62150042669424,0.166859904168883,-0.0313489990684047,0,29,29
0.588842017936046,-0.171776148360713,0.0916077369828744,15,-32,-8
0.622733923074007,-0.0184737128235613,-0.0768284264245559,-0,8,-20
0.718175334439093,0.152111743905481,0.109275927185562,-15,-41,11
0.725363150839438,0.142531783300858,-0.11285386315445,-15,38,20
0.600814057620521,-0.0851465086971002,0.0601031509273508,-6,-11,-17
0.56013371302233,0.112169730314805,0.0297852527913979,-0,-38,5
0.747489358703139,0.261695985395565,0.146049793713023,3,-32,23
0.691025744322024,-0.224119868949567,0.00999096566897469,9,-38,-20
0.672401816932985,-0.143793082783083,-0.0538890075293743,-3,26,-26
0.527440768424619,-0.155618785663044,0.0610892288652233,-0,-23,-32
0.545542154948493,0.134718903602326,0.0520418163015531,-3,-23,11
0.613236734955801,0.0672612271921979,0.0882859148702435,0,-35,20
0.622733923074007,0.194257266996325,-0.0132711577458464,0,35,23
0.622012151365285,0.136919944575098,-0.106778676267514,15,11,38
0.686198769148837,-0.20040977582177,0.124614746831868,-3,-8,-11
0.713098941635327,0.252364956792566,0.0811904663883322,0,-20,26
0.659935869934055,-0.220331498189905,-0.0905190665199956,12,5,-26
0.669257711460338,-0.221484735856214,0.0837087197266276,9,-41,-11
0.674907493637635,0.202506780619827,-0.0389771485870343,12,35,11
0.687675973231206,-0.228637354278617,-0.0398016803857394,-12,5,-17
0.650693432864854,0.163035521516925,-0.121738115480539,9,41,41
0.73393899640261,0.0685674193976765,-0.0543422951816698,-15,11,8
0.711365024497345,0.035594221658952,-0.0542429062473195,-0,11,32
0.713098941635327,-0.0257497378261609,0.159356102464978,6,-29,-32
