X,Y,Z,R,P,Y
0.674847070899594,-0.175414711755674,0.0839275969417224,6,-11,-23
0.596692098606236,-0.120088026491317,0.107858114890164,3,-20,-29
0.634638483221451,0.174890720289125,0.05572904238796,-12,-38,11
0.672220092040265,0.163224535367636,-0.119126897455562,-0,29,8
0.514618437963593,0.0666125086535829,0.0389851896805424,15,-32,5
0.734550343499568,-0.129835688454179,-0.0948823869016013,12,41,-8
0.740329250828353,-0.0698363310862334,0.121864677762571,-9,-14,-14
0.572631072768622,-0.0729436390052344,0.0384473845022395,-3,-26,-38
0.749909000556358,-0.105695707664043,-0.14676614028084,-0,14,-26
0.570900192720402,0.142733429117624,-0.0735509254965454,12,44,35
0.619849731509015,-0.0438350035670551,0.083323814665492,-9,-23,-35
0.672220092040265,0.161510147760273,0.0486116018656872,-6,-23,5
0.524343274645639,-0.0540124896500093,0.0743970640419142,0,-29,-44
0.708668544813317,0.0926608262955672,0.0691729498770683,0,-20,38
0.603725684113882,-0.122705953587561,-0.109058576695121,3,35,-41
0.663802760421579,-0.0509362063104446,-0.0124609408045181,0,20,-26
0.643718136394906,0.0164395924116447,0.0961190840873249,-3,-29,23
0.732892716496329,0.204465928106481,0.140729433221443,6,-41,20
0.738762529396255,-0.0799229981795855,0.150950897201827,9,-44,-17
0.674847070899594,-0.210140138956336,0.0336798955528927,0,-29,-17
0.725538613438692,0.0617714686707825,0.0951458899994771,15,-5,38
0.698748421150703,0.151324178287398,-0.116104020131387,9,41,11
0.736129362156602,0.169714649220585,-0.0483504516883378,-12,35,32
0.729278073745497,-0.085272429155661,-0.0550425914773679,9,29,-8
0.645614132334137,-0.0786283315378144,0.124620915872433,-15,-23,-44
