X,Y,Z,R,P,Y
0.728065385931552,0.227318269292321,0.0430456228777779,15,-11,23
0.697271219759983,-0.195436167646526,-0.026772748833293,-9,32,-41
0.644078655210579,-0.116459942637374,-0.0370907657950477,-9,44,-17
0.649248892370126,0.108890038823773,-0.130652309042972,6,26,44
0.737759243395962,-0.176041509234066,-0.152420327376245,-15,38,-32
0.749664145220868,0.265687469139349,-0.0762779939582893,0,29,5
0.737759243395962,0.143641291863186,-0.036228166610904,15,38,11
0.737759243395962,-0.254352389673619,0.0732528289847486,-15,-8,-11
0.749664145220868,0.075445428448413,-0.098876639055546,-0,29,14
0.588208540715012,0.139897110797361,0.0516843102672816,12,-11,26
0.697271219759983,0.0856648501004167,0.104702578940826,-0,-8,41
0.686044815902617,-0.0524060038622787,0.0224251895696354,9,-32,-20
0.72358106190813,-0.215424378560579,0.0356248159272748,-6,-38,-32
0.646702146243215,0.0848867842338125,-0.0279519329976831,-15,5,20
0.746994900029188,0.192515210443051,0.162631234237653,-6,-20,14
0.702204778091589,-0.149650862426693,-0.130266498769681,3,20,-32
0.675937612758847,0.200421444324925,-0.0886161620722933,0,26,35
0.646169992646468,0.1853801680966,-0.111528442367948,3,38,38
0.673273750660798,0.0626824029099927,0.0184710153202755,9,-11,26
0.617029566494663,0.194853462907229,0.0693781899698646,9,-29,23
0.711447134489818,-0.232712859848841,-0.0774994928646416,-3,5,-8
0.712007015442487,-0.116202141952721,-0.0510816996999351,6,8,-17
0.581545756794022,0.0833133760208178,-0.0785699474006972,9,26,20
0.61952266392421,-0.143656710179188,-0.0813556340364172,0,8,-5
0.63700012035696,-0.11099592691967,0.0434842779640849,0,-14,-44
