X,Y,Z,R,P,Y
0.720471040811302,0.186021239113657,-0.156932595859031,-0,8,29
0.638016791854982,0.1373270290545,0.113565151687748,9,-8,23
0.652919545781154,-0.0895131801958582,-0.0732789184340358,6,29,-38
0.744131298294954,-0.260280631219472,0.161014228927892,12,-41,-32
0.74182840604266,-0.159862257931164,-0.109020881216008,-6,17,-41
0.702258318427497,-0.154586581392719,0.0634912900991182,-6,-11,-8
0.668077338442134,0.0726727677762513,-0.0461419099782506,12,38,5
0.709408485835342,0.201899974123633,0.130525045398772,-0,-32,8
0.559383367770884,-0.149615034931593,-0.0925220194459927,15,38,-23
0.735023225288577,-0.135312571995846,0.0637615423319201,-0,-41,-20
0.727823687747515,-0.119714796285255,-0.0731912298377336,-6,35,-20
0.656189721384689,-0.102179311861179,-0.097363200412258,9,29,-5
0.731112027582602,0.170880017256485,-0.0904717779984118,0,17,41
0.543240697615681,0.0243903424308419,0.0445627745479866,-0,-26,23
0.658963810554641,-0.0491990118039233,0.0642153564105692,9,-8,-41
0.700214906830796,-0.174773938051568,0.097380176331806,6,-20,-17
0.744756868738368,-0.276462182218069,-0.154727543667078,12,38,-44
0.644059438508553,0.124733198553606,0.114911856930006,-6,-44,44
0.485499127397858,-0.0341351595102996,0.0036497278984026,15,-35,-35
0.627401281242061,0.0505887328935356,-0.116508773301932,-6,41,35
0.537355640917495,0.152738520254362,0.0249558799186122,-9,-11,23
0.611738513910419,0.0683840071238702,0.0952059778103663,-6,-38,5
0.705642585248567,-0.235147832021324,0.0900881569101029,15,-17,-29
0.501360495539322,0.140209202857964,-0.0544872461713123,9,8,38
0.668997246872763,-0.171213571211226,0.108382091725811,6,-23,-35
