X,Y,Z,R,P,Y
0.661095765944335,-0.0363539640297665,-0.0479645767962741,15,44,-17
0.602220752954327,0.147412786339277,-0.0704738348465262,15,17,26
0.703818470259733,-0.239267276409218,0.0854160683324896,0,-26,-32
0.736887642130608,0.264566106653866,0.104385400778131,-0,-20,26
0.566781632824572,0.171564181467788,0.0403100057882163,-15,-5,26
0.574207023703378,-0.141777442676026,0.0179700125241747,12,-35,-23
0.581626332600122,0.103178567873131,0.0376182141148248,3,-44,11
0.731975304655453,0.14277640567186,-0.105194714831315,0,32,5
0.632597067599823,0.0782540845493283,-0.0147909747834744,9,35,11
0.729754724764951,0.104410547055184,-0.0817596449903054,-0,32,29
0.683562223064075,-0.0846739502751195,0.0723048350706143,-12,-11,-17
0.703818470259733,-0.235763437983118,-0.0827941796612179,-12,14,-38
0.62509568915425,0.162799398380331,-0.0738182282606831,-6,20,14
0.697594758753255,0.0495639608579098,-0.13177739040711,-12,20,35
0.731975304655453,0.149859112233431,0.0305081668476328,0,-41,5
0.690251492995229,0.155762605499461,-0.143015765826702,3,38,44
0.675732474706922,0.214152399232284,-0.117168489369192,-0,11,38
0.69676903285255,-0.0199392050979518,-0.143793352995832,15,23,-29
0.580993300237505,-0.0938306875542647,-0.0554292958971687,-9,20,-5
0.690251492995229,-0.230660627662753,-0.0486609102947624,6,38,-14
0.663357434182541,0.131369522746906,0.0217352927814594,-3,-35,35
0.647003719029445,0.168785195960353,0.0396208323486319,15,-23,11
0.566261909014074,0.0867007374754554,0.0676887470181675,15,-29,41
0.634517154935121,0.12475021876581,-0.0716917089288824,-3,41,29
0.574848875098711,-0.13256446852856,-0.0399089417191565,-6,44,-41
