X,Y,Z,R,P,Y
0.64065123168527,0.0633142536765925,0.0271293037110277,-3,-41,38
0.723993462841193,0.224900998160077,-0.0361613775146533,-15,11,11
0.482781770977293,0.0369912030725192,0.0350505315131848,-3,-23,32
0.6448149989198,-0.204299057330689,0.127130536683279,0,-20,-11
0.672936436292615,-0.209906987425264,0.115342150560845,3,-5,-14
0.604026211578564,0.0338959498525224,-0.0629379123332412,15,32,35
0.67468477705942,-0.0514502314148917,-0.0461768092389029,-12,41,-35
0.682225215278245,-0.199267858731691,-0.0750880870413907,3,20,-41
0.514111136180468,-0.0684707318752947,0.0535162910918228,3,-26,-32
0.599867993812357,-0.157673377596495,0.101760650336448,0,-35,-26
0.669055479064196,-0.0416220161851706,0.0242458286450621,12,-20,-23
0.687108156331893,0.107151320535628,-0.137970598982158,-3,38,8
0.660179578166935,-0.122876723212279,0.12700219537303,0,-29,-17
0.702251701155379,-0.247230340447943,-0.136422137410637,12,20,-17
0.743261860427197,0.240419488563868,0.0562244859212034,-9,-5,44
0.598062754259352,0.12122359172149,0.0771952180726449,9,-35,26
0.725384542929599,0.0944718901715714,-0.0825941635049366,15,14,11
0.689598000796566,0.209956725374809,0.0683349506454475,9,-38,44
0.643163873030535,0.0993377083571234,-0.0976300628326514,-3,20,32
0.692977743764237,-0.119859889961713,0.102235436178047,0,-44,-20
0.607920620412728,0.11534062138589,-0.11249782199265,-12,29,5
0.74984383498897,0.124673678430095,0.138715942874787,15,-29,44
0.711514198590723,-0.0590079435101915,-0.132349856643674,6,5,-26
0.717188886132025,-0.180677888598213,0.100534801209868,0,-8,-20
0.487869687077879,0.0491951623398014,-0.0191396971362147,-0,8,23
0.702251701155379,-0.0505470348177397,0.0455838898391758,9,-35,-32
0.631314646079308,0.187073764146054,-0.123916313838919,-6,14,8
0.712963573549033,-0.049804374406562,0.0434683335662008,-3,-26,-44
0.669055479064196,0.199784774444643,-0.103342897384329,15,35,5
0.571196141965282,-0.0638235310920896,0.0529001771963598,-15,-8,-14
0.724616031882978,-0.093305667301125,-0.110184851499971,-9,38,-8
0.695690014875388,-0.163684192979919,-0.0346599095988239,-3,38,-29
0.656181073509876,-0.100371308048559,-0.0487841470625653,-12,17,-32
0.614090766192983,0.0887368312326138,-0.0437989632990404,0,20,5
0.682225215278245,-0.0436395786089137,0.0781027689011976,15,-44,-29
0.611843577733995,-0.195656071600519,-0.0763961784099748,9,29,-29
0.704113918745164,-0.072896281220039,-0.089497621248679,3,17,-14
0.642076155968367,0.164709954648211,0.0610957984153412,0,-38,41
0.745357038215554,0.214103442857798,-0.168348058968016,6,14,44
0.712261131425887,0.105416503882146,0.0626167933286421,-3,-35,38
0.74242801391327,0.17823793111157,-0.171956395164609,-15,38,11
0.583499567647893,0.101950826757433,0.0943384639376664,15,-38,35
0.642076155968367,-0.135753847989153,0.112673094331228,-12,-35,-44
0.673692220683961,-0.0278155750959572,0.138689532915569,-6,-35,-23
0.676884899898654,0.150839267620237,-0.0625719510781615,15,38,5
0.712261131425887,-0.0583237589452463,0.0719804299017083,0,-44,-41
0.675547440069976,0.0961882016304602,0.0648185127707193,0,-26,17
0.72302850716241,0.204324682901593,-0.0626170607149776,-6,8,32
0.662530183863454,0.082508010334889,0.0655126111957494,-0,-32,11
0.677927997346467,0.119040732272775,-0.0226182643805063,9,35,38
0.740078955298642,0.16877867889906,-0.114177402870367,-6,44,8
0.677927997346467,-0.0536882409743975,-0.0671117799379462,15,38,-8
0.470313168926982,0.0244020033729289,0.0151047157979518,-3,-44,38
0.729680681920869,0.251071960594579,-0.142954473439678,3,41,17
0.701560266011719,-0.0889948045759536,-0.0786713349005335,-3,38,-14
0.508556384194396,-0.0437890753526627,0.0616060430433792,3,-41,-26
0.535080243383773,-0.113071652139047,-0.0351625141418419,6,44,-44
0.689598000796566,0.0464671362939464,-0.0481194321706042,0,26,23
0.689598000796566,0.123675990309414,0.078274114574426,9,-44,17
0.673692220683961,0.185621657287765,0.0203634027198892,6,-14,32
0.704113918745164,-0.079850230603677,-0.0302915692965611,-12,29,-20
0.65788458405988,0.164848342236074,-0.0777105822444056,12,38,35
0.661251092529742,0.209320635334147,-0.0396200464939261,-9,17,20
0.564314882378006,0.0497959846342135,-0.040958717808887,-0,26,38
0.615174043046617,0.138115409689884,0.0675936786306952,3,-29,8
0.582993380763386,0.17663942792173,-0.0734784023225242,-0,32,20
0.642076155968367,0.105551687113206,0.0694825629089,-3,-14,8
0.580964179470784,0.124505036363036,0.0647646685778508,9,-8,44
0.485580856156364,0.102174345474911,0.0484796725354641,-12,-8,8
0.657120953589643,-0.0951417745148046,-0.0795925367504919,3,14,-26
0.621480660445161,-0.157286021305265,-0.0569088593497493,-6,38,-41
0.716610766877397,-0.24797142016276,0.11526837844858,-3,-29,-29
0.717188886132025,-0.225537372811506,-0.143104061321675,-3,41,-14
0.715472474663376,0.207881312690421,0.115803699693067,-9,-20,32
0.689598000796566,0.11874627689211,0.0576690705813389,-3,-14,11
0.497053267704455,0.0513978385339333,0.037703666438967,-12,-5,32
0.709656508042677,-0.17918253568548,-0.105104508304236,3,11,-35
0.712261131425887,0.216243230824805,-0.0798265114557221,-3,8,11
0.606497850421088,-0.1211748938878,-0.0746023946952383,15,35,-8
0.672936436292615,-0.198268017989584,-0.0364470281469188,0,26,-26
0.704113918745164,0.0704159035627581,-0.0439433801579336,-15,20,14
0.686415718422892,0.0407425392388108,-0.0657300780619013,0,5,44
0.723993462841193,0.150288247369274,-0.0542848980227357,-12,44,5
0.568244239433369,0.0474155932603553,0.0389880269096521,6,-35,38
0.652388877846297,0.0801432321986092,-0.0688807808611701,3,38,38
0.662530183863454,0.177484747356422,0.0441753865588353,9,-11,17
0.55202422844336,0.166801421134231,-0.0722500802064895,-12,29,44
0.704718665921243,0.167917448151726,0.0473453422294548,0,-17,29
0.670082293320379,-0.133811007015012,0.0773011779643143,15,-20,-20
0.67468477705942,-0.0821493730885351,-0.129150854418972,-6,23,-8
0.689598000796566,0.21526934630548,-0.0325656582659077,3,29,5
0.4709400340268,0.0341090652240423,-0.00919291289356025,9,20,35
0.695690014875388,-0.0593087211409682,0.0215749636391315,6,-17,-35
0.575544177197828,0.129003030527279,0.0853502622357812,-15,-23,14
0.738387206538044,-0.204142554875528,-0.151750147325357,-12,17,-23
0.686415718422892,0.0566028061150251,0.0466080407027005,15,-26,8
0.657120953589643,-0.0567686855839755,-0.0795882349139135,-15,23,-5
0.604561543663984,-0.147842680944068,-0.0688476350410335,0,20,-26
0.490499913414665,-0.014464607078649,-0.0181145969910863,3,38,-20
0.598062754259352,-0.0400223453683105,0.00761308374088243,3,-29,-23
0.54380375096167,-0.122300102096441,-0.0323077816229272,15,14,-20
0.743261860427197,-0.214580603490653,0.172718386761743,-0,-32,-8
0.602825478694825,0.0488915176807319,-0.0540298443170604,-12,23,23
0.725384542929599,-0.163934879174685,0.0899856209008616,-15,-14,-26
0.516850282244905,-0.145312765929794,0.0332857409298318,-12,-11,-26
