X,Y,Z,Roll,Pitch,Yaw
0.669935823962357,-0.0813961700263834,0.0606403116884629,-15,-35,-11
0.646982162545841,-0.139152437759996,0.0231925016525327,0,-29,-17
0.619127465456086,-0.169566377784473,0.112016967013124,-15,-23,-17
0.549000299643816,0.0871023955010296,-0.062609631226916,-3,41,23
0.521489198768772,-0.0646483985098973,-0.0140359617037306,-12,35,-14
0.471777415594297,-0.0885987078646961,-0.0304525504809199,15,11,-35
0.689989296571707,-0.238034919597257,-0.018820336446704,6,26,-14
0.620353522866171,-0.0606601731732825,-0.119296841029334,12,5,-17
0.549000299643816,0.128499137935492,-0.0764034677670737,12,26,5
0.699192485689777,0.0364400690149168,0.0901001319197886,-6,-17,44
0.552267055923314,-0.160147448491131,0.0134428039770735,6,-20,-8
0.684327807495504,-0.229956568310324,-0.107655556200443,9,32,-26
0.621102255410933,0.147909790784119,0.06303836813575,0,-35,29
0.682372390068424,0.22015228927659,-0.0194226518226593,-9,14,11
0.620353522866171,0.0461665350890668,-0.018114741744112,12,11,5
0.61705937588384,0.0472710140202364,0.107637575855436,-6,-20,20
0.600798006214184,0.0495842178217975,-0.0865608924509086,12,14,29
0.661863941620472,0.195724111188772,-0.0632305721407233,-3,8,23
0.645494140326839,-0.167703842389356,-0.0642803584170253,-3,35,-26
0.699985249996168,0.143169090371841,0.129170221889649,12,-14,11
0.695406682901019,-0.185385529098683,0.0752377741406766,6,-41,-23
0.684327807495504,0.0787633030630115,0.0563652375956449,0,-35,41
0.678915697532832,0.105944152220691,-0.0362326318753911,-0,32,29
0.645494140326839,-0.171590119275806,0.0534319051194593,-3,-35,-44
0.661863941620472,-0.14906116647687,0.0751887174967343,-15,-17,-44
0.619127465456086,0.133813891919182,-0.0665266713454926,0,35,26
0.455169665414241,-0.102217499184612,0.00581142990478797,12,-38,-35
0.693813269314302,0.18812501847295,-0.121404222327254,12,11,23
0.646982162545841,0.102128352445011,0.112708136354524,-15,-32,14
0.582808701201118,-0.0844611837200513,-0.0807039512056372,-3,8,-41
0.639836461495467,0.106137442325167,0.0761106840372853,0,-8,20
0.66239861149692,-0.20644110469313,-0.0317702241989911,-9,29,-29
0.471777415594297,-0.044346355421677,0.0286274581919515,-15,-26,-23
