X,Y,Z,R,P,Y
0.486865855528064,-0.0791631964991527,0.0228331185794014,9,-26,-35
0.528578313266237,-0.134118298334303,0.0691203162246068,9,-38,-26
0.71702903354195,-0.229152648209386,0.126814762067238,-15,-5,-14
0.721242214353087,0.110391672384659,-0.0557850735423091,15,32,14
0.608927969828251,-0.154076997763275,-0.0806588656620414,-15,29,-41
0.698231795252889,0.153011833427649,0.121218396563415,12,-38,23
0.718946402942426,-0.190528842849201,0.0983778143397363,-3,-35,-29
0.567802695526554,0.167697565574062,-0.0898880737078458,-12,14,32
0.67932386934542,-0.220702244124488,-0.1100140882694,-6,32,-29
0.700244129740795,0.131459120733537,0.079481927479597,-15,-14,20
0.56176586663714,-0.136309570040482,-0.0631167147613168,-12,8,-41
0.627229174558523,-0.188274769918893,0.065525425537146,-3,-32,-17
0.732772993117953,0.18188420458168,-0.155038857845533,6,17,26
0.698231795252889,0.206494929667741,-0.0904970406273569,9,44,23
0.586591276924478,0.135754902064701,-0.0937024775646227,-15,11,14
0.620275848497048,0.0872681521068505,0.0830683983800707,-0,-41,41
0.484036376436124,-0.063877400041337,-0.0190944563332982,15,35,-14
0.665540913298211,-0.198389564582639,0.0642764497678349,-6,-44,-44
0.658727105509365,0.0223423251736681,-0.0412731819817119,-9,11,17
0.700244129740795,0.0466045015835947,-0.0128315583936793,-9,20,17
0.684839594738986,0.18937014080724,-0.147095438245765,6,17,11
0.700244129740795,-0.115193605999493,0.101555153401122,3,-5,-11
0.735064002786068,-0.268882450276891,0.0667131683850017,15,-29,-20
0.639913322174866,-0.0931166003047874,0.0609548887369625,-3,-17,-44
0.721242214353087,-0.0569198016328456,-0.0198567201563549,-15,11,-11
0.742776899306602,-0.175093629784692,0.168776322969657,-12,-35,-23
0.70843109963186,-0.105343752753838,0.110548051596033,-6,-23,-17
0.607766690720917,0.0853168051259466,-0.111428660071002,-6,26,17
0.540813808557254,-0.0331972438326061,-0.0295803103047965,-12,11,-14
0.613945890568318,0.109766185203468,0.0889909110714669,12,-14,38
0.479418158259272,-0.0396478009775172,0.033793430357533,3,-38,-20
0.714411051895489,-0.122006312693512,-0.135116718159036,9,38,-8
0.735064002786068,-0.0648914578709679,0.0353786927990485,-0,-5,-38
0.658194927441138,-0.140030416421464,-0.0736468080427496,6,29,-29
0.61129972015434,-0.201422837076464,-0.0989242975169292,3,11,-26
0.739066756012258,-0.198617681950846,0.0190507242938217,6,-17,-23
0.502421812826531,0.0841133967236199,0.047016339227414,-12,-41,35
0.601763377880765,-0.158291485143215,0.032706290496495,-15,-44,-44
0.721242214353087,-0.205704417096707,-0.0622962226869076,9,26,-5
0.61129972015434,-0.0530420534252644,-0.0688888920478914,3,14,-14
0.518509150878996,-0.099533309460293,0.0645916312891964,-3,-35,-20
0.565363082432749,0.0670361611940772,-0.0465302669987884,-9,23,38
0.67932386934542,-0.212912903106599,-0.125893693656379,-0,26,-44
0.725749169571826,0.21573025428979,0.160274466578413,15,-8,17
0.737492657169298,0.0254724520250866,0.164584216290338,6,-20,5
0.670255272828789,-0.130741745095205,0.129456823916489,-0,-44,-44
0.61129972015434,-0.0459728374614695,0.0554368015782913,15,-41,-26
0.682967876016807,-0.222022356647597,0.0573023419100024,-3,-32,-26
0.540813808557254,-0.0870463802629877,0.0154912576005617,-15,-38,-32
0.518509150878996,-0.134500518010364,0.0654078050905652,12,-29,-44
0.64959365642473,-0.0846486610533854,-0.0496814931282141,9,35,-23
0.655664332751631,0.227963606249569,-0.044548371059062,-9,11,26
0.609482232211468,0.052061529364957,-0.0860696690350373,-6,26,5
0.718946402942426,-0.21813124181618,-0.158363278518835,-6,14,-32
0.671603179131546,0.0660513217374065,-0.0886769824422085,12,41,29
0.61129972015434,0.1397556214998,0.101756020425183,-0,-26,32
0.540230101629651,0.0191073795225804,0.0581647621798002,3,-20,26
0.718946402942426,0.149595813639626,0.0976806915789969,-9,-11,8
0.589217107250597,0.143243680273386,-0.0481384678486929,-9,14,38
0.669428436329841,-0.0865836842116362,-0.0483950122677431,-0,14,-26
0.739066756012258,0.186514258084615,0.0419404109049095,15,-17,29
0.484036376436124,-0.0261168553578333,-0.0268926593146545,-12,26,-20
0.716365171825158,0.185876067391677,0.0852520666039063,6,-5,38
0.629552100801977,-0.149964250585541,0.120937748852854,15,-44,-23
0.681217582894307,0.224035999880362,-0.0497921919691347,-3,14,17
0.663015374254836,-0.131422585136456,0.0313120526288575,-9,-23,-44
0.574755361579663,-0.0964115589630054,-0.0461410514102867,-0,38,-44
0.642060900496214,-0.0403161342462336,-0.127646699114459,3,11,-44
0.698231795252889,-0.0640800929615051,-0.127663118191312,3,20,-35
0.565363082432749,-0.170752171311822,0.0304165700408177,-15,-17,-32
0.587201506932773,0.057829448307223,0.0368568251179418,9,-14,5
0.461577369524428,-0.0961880949983792,-0.0339340885712285,9,11,-32
0.587201506932773,0.119558006346372,0.0384202109603851,-3,-38,29
0.664875979073543,-0.156017209760168,-0.116477972867537,0,38,-11
0.534334414349178,-0.154347636883734,-0.0361680189641782,-12,44,-29
0.531280874604209,0.0574317697897155,-0.0609724919346951,-9,26,26
0.625282005165768,-0.124910016828408,0.117441656905801,-9,-41,-44
0.737492657169298,0.142371831542906,0.0657989574773531,3,-41,20
0.698231795252889,0.226088475328658,-0.0896037530450413,-3,8,41
0.523643209010996,-0.106230498688156,0.0410268909211463,-6,-5,-44
0.670255272828789,0.214019926782705,0.0583171989470063,-12,-23,20
0.657108127389926,-0.0370600410078244,0.0486012697806728,-12,-32,-26
0.534334414349178,-0.147182081127178,-0.0371329058908459,6,5,-20
0.55707701229603,0.0962147411327866,0.0307002685877746,6,-14,35
0.605899106655566,-0.160297602676092,0.0401174379154525,-3,-35,-41
0.554703701937645,0.115488434582772,-0.0434414882875395,6,8,17
0.611871677300839,-0.130166784927463,-0.0508481559513822,15,17,-11
0.527006494975271,0.0959871069636109,-0.0703154869410488,-15,35,35
0.721242214353087,0.0884556924731359,-0.0561936269951356,15,32,17
0.741147990368613,-0.119688753014741,0.0329543688947027,3,-44,-35
0.631929956050531,-0.117418593660152,-0.0615716541597166,0,38,-32
0.609482232211468,-0.164186735354056,-0.0228886911732782,6,17,-8
0.664875979073543,0.0699450787374788,0.102886666112994,0,-20,29
0.741147990368613,-0.13325145449738,0.0785929196333469,6,-29,-32
0.735064002786068,-0.0389208894523122,-0.142265550653346,0,14,-5
0.535005472209266,0.031305781693316,-0.0364787620502878,-12,32,29
0.639160990357125,-0.0977616436454978,0.0730527021046296,12,-8,-44
0.724389917034283,-0.191998517253943,-0.0477974739865646,-15,17,-5
0.64959365642473,-0.156734642958828,-0.102053964211084,6,14,-8
0.70843109963186,0.248262033546881,-0.080217984553433,0,41,44
0.624615716344459,0.206649787039452,0.0171643936432238,-6,-35,35
0.712258390789502,0.225911460410656,-0.128055287069698,6,38,35
0.572574163629626,-0.115549835666302,0.047919523371064,0,-26,-11
0.611871677300839,-0.125080301294048,-0.0714611067264264,-9,32,-14
0.60410961710575,-0.177500257245761,0.0497387588864044,-0,-20,-41
0.69689161560554,0.0800783705678959,0.0673333671049536,-3,-29,14
0.57415415119344,-0.0959167185356162,-0.0178895806559493,-9,32,-26
0.710035057978005,-0.195140518619903,0.0476985721076846,12,-35,-32
0.667983970282467,0.148059498259336,-0.0500479012726669,6,8,8
0.665540913298211,-0.183851614904303,-0.0678123355880551,-15,26,-38
0.691105912613151,-0.102598395354517,-0.13321995511928,15,38,-41
0.716365171825158,-0.144094150892789,-0.0407907354102834,3,23,-17
0.552939218911638,0.127133167142064,-0.00775507372828293,-0,35,11
0.451648214430183,0.0383624490911759,-0.0105353205017383,-15,11,41
0.69306036964132,-0.150710760179862,0.050858036482362,6,-44,-41
0.69306036964132,0.236988281679437,-0.091216510410588,-15,20,32
0.686643835287271,0.0776072049557795,-0.0375421242584933,6,44,29
0.566882708062378,-0.116400829568831,-0.0574591370687036,-9,5,-23
0.579059631582346,0.0644212284569478,0.0753515195605335,-3,-32,8
0.667983970282467,-0.223855868604838,-0.122946367682449,-15,20,-44
0.60410961710575,0.121211487401355,-0.0504381368232448,-12,8,20
0.667983970282467,-0.04652842131265,-0.125156011029018,0,38,-14
0.633243479000448,0.13995182944297,0.0882842031289015,-6,-5,26
0.700999462459238,-0.206015206528277,-0.04322682563201,-3,11,-5
0.670255272828789,-0.0819833901970197,-0.00973059247984492,6,5,-35
0.694005896862098,0.19406180002651,-0.0285922026800215,-0,29,8
0.74728962538364,-0.235025191284894,0.116830454394519,-9,-44,-32
0.660370186306289,-0.181848286318554,-0.0837261176127621,0,8,-5
0.663015374254836,0.100768862447667,-0.119322069301115,-9,11,35
0.711052858529268,-0.132745351555152,0.135244507842488,12,-29,-11
0.504067650687299,0.104571688330482,-0.0398084736180603,15,41,23
0.579059631582346,0.0773347468745137,0.0153293793630822,-0,-38,29
0.577548725852192,0.121746857815757,0.0461460896580437,15,-44,35
0.732772993117953,0.181293407191462,-0.129394583969399,-12,29,14
0.676952062158103,0.0802337992832774,0.0896190277513153,3,-26,17
0.70843109963186,0.137675310829665,0.145491947180696,-9,-8,23
0.698231795252889,0.0809536488598876,0.102761834755728,12,-14,35
0.535005472209266,-0.0718221116550223,0.0224920552937982,-15,-44,-38
0.590524221851421,-0.0806308451126302,-0.0207095480661566,3,29,-17
0.586591276924478,0.114295454997307,-0.0413838860744561,3,26,32
0.666794816824718,0.132800786164901,0.0503240213590738,3,-44,38
0.725749169571826,-0.0829878906398809,-0.130959892180186,3,32,-32
0.670255272828789,-0.0656543447292246,-0.126887560314329,9,5,-32
0.654973369124307,-0.127337128793346,-0.0661141374128416,-3,17,-23
0.699740582932039,0.0692623849579181,0.0976602047556127,-15,-35,29
0.725749169571826,-0.0672063518399134,-0.0374411893329541,15,14,-29
0.713205701228888,-0.117005531643354,-0.0695538337499732,12,5,-23
0.682967876016807,0.0847073789292992,0.031778905939329,-15,-38,35
0.732772993117953,-0.19263890750448,-0.0650588818433472,6,5,-8
0.51468542477908,-0.0121316613266239,0.0389283826847256,-6,-32,-41
